8040,125,120,141,102
8076,140,120,147,104
8107,123,133,153,108
8136,132,120,139,100
8166,134,119,147,104
8196,139,132,139,109
8227,124,121,129,108
8257,134,116,151,103
8297,135,129,136,108
8326,143,115,147,104
8356,139,116,145,113
8386,127,120,124,108
8416,127,122,137,104
8447,134,118,146,108
8486,141,125,137,104
8516,141,117,147,101
8546,127,122,143,112
8576,139,124,123,112
8606,144,123,140,104
8636,135,116,143,108
8677,145,122,151,101
8706,137,118,143,108
8736,128,120,134,110
8766,124,127,136,107
8796,136,124,145,101
8826,141,123,145,107
8876,135,127,129,108
8926,139,125,136,112
8957,132,129,129,106
8986,139,124,149,99
9017,130,114,147,110
9066,131,121,132,107
9119,139,130,135,115
9156,135,121,147,114
9186,130,124,132,106
9216,136,128,139,107
9246,132,120,150,108
9296,139,123,150,103
9346,143,122,149,93
9377,143,130,143,111
9406,133,118,134,106
9436,135,114,138,100
9466,132,116,147,101
9497,140,124,136,116
9538,134,116,147,96
9566,124,121,125,112
9596,130,128,130,113
9627,138,112,144,107
9656,136,112,137,104
9686,136,131,131,108
9736,132,122,139,97
9767,136,123,147,101
9796,124,125,144,102
9827,125,120,130,105
9856,136,117,147,100
9886,132,117,143,108
9916,128,130,132,106
9958,139,124,144,112
9987,127,130,131,105
10016,134,127,143,97
10047,130,116,149,103
10076,135,123,137,107
10106,131,125,136,105
10149,130,118,143,112
10196,134,124,125,108
10227,131,112,142,106
10256,130,116,140,104
10287,135,123,136,116
10317,131,116,133,107
10356,138,126,135,112
10386,135,128,132,105
10416,143,121,149,110
10446,136,120,140,106
10476,127,120,127,106
10507,142,113,144,97
10546,134,120,127,109
10576,131,127,135,98
10607,132,112,150,100
10637,136,124,135,114
10666,136,125,126,104
10706,129,122,144,111
10746,135,114,156,102
10797,133,118,139,112
10827,139,130,129,104
10877,132,120,139,96
10917,127,133,140,107
10957,140,128,147,104
11006,134,116,151,108
11037,138,122,133,105
11067,139,120,142,100
11106,125,124,132,109
11137,127,132,130,102
11176,138,128,133,115
11206,130,128,135,108
11237,146,121,142,104
11277,139,131,147,94
11326,134,118,154,97
11368,136,117,131,107
11408,144,120,139,111
11456,129,121,132,113
11507,131,119,149,104
11556,132,127,147,108
11606,124,125,146,107
11637,135,124,133,108
11667,140,126,139,100
11716,141,116,145,109
11756,137,120,131,105
11796,139,120,146,108
11838,136,124,149,106
11886,132,110,143,98
11927,142,125,139,100
11957,136,118,150,108
11996,136,116,147,108
12046,130,113,142,101
12097,139,122,136,113
12136,139,120,143,101
12176,132,129,137,104
12216,140,117,143,108
12247,135,124,128,112
12277,137,116,151,100
12323,134,123,138,103
12366,133,121,136,100
12407,130,126,139,100
12437,137,122,134,103
12489,136,128,146,101
12527,130,121,131,108
12558,130,124,132,108
12596,131,122,136,112
12626,124,124,145,109
12656,140,124,146,119
12686,135,128,144,100
12737,131,122,135,112
12767,125,121,132,110
12806,131,123,139,108
12837,131,121,132,109
12867,135,112,139,108
12897,134,121,143,116
12936,134,122,140,104
12968,139,124,144,106
13006,137,125,151,105
13046,132,121,121,106
13076,139,103,144,100
13107,131,112,146,110
13146,146,112,147,100
13176,135,114,149,112
13217,141,107,146,101
13266,130,124,153,109
13297,135,124,130,108
13346,131,125,131,104
13378,135,116,146,100
13426,124,126,148,96
13458,133,120,139,108
13506,132,117,137,116
13547,124,120,136,112
13577,131,123,132,112
13607,130,119,155,101
13646,136,126,131,110
13676,127,115,140,103
13707,140,116,145,109
13746,145,118,151,104
13786,136,120,124,111
