16,131,131,124,112
57,128,132,124,116
105,135,124,132,106
135,131,120,141,116
165,131,116,145,111
195,130,124,134,112
225,130,124,150,110
255,136,118,143,116
285,126,124,140,108
315,139,112,143,112
345,130,124,139,119
375,131,118,147,108
405,133,124,147,109
435,138,117,140,106
465,132,125,139,110
495,128,114,132,108
525,131,121,140,112
555,124,124,120,100
585,131,131,135,102
616,134,124,136,106
652,134,130,130,106
685,143,132,136,108
715,134,126,143,108
745,125,124,142,101
775,133,128,138,102
806,130,122,145,101
837,124,125,141,108
865,127,131,130,106
895,131,128,142,100
925,126,124,127,101
975,129,124,143,106
1006,135,112,144,106
1036,138,122,138,108
1065,135,126,149,115
1095,140,126,140,110
1125,136,113,139,112
1155,131,116,142,101
1186,142,116,145,107
1216,131,131,132,106
1251,132,122,145,100
1285,131,128,146,109
1315,130,130,146,109
1345,129,112,147,104
1376,133,123,143,108
1405,132,123,151,100
1435,136,124,147,113
