19,138,115,146,110
63,127,125,140,104
101,133,112,143,118
140,141,118,146,105
171,132,112,143,107
200,127,123,141,108
230,135,127,136,109
260,139,123,146,108
290,139,112,143,101
320,125,124,137,108
371,135,129,134,104
400,131,124,132,100
430,141,108,150,100
460,136,126,135,104
490,122,116,131,104
520,135,112,156,104
560,131,131,128,106
591,133,116,143,102
620,140,117,144,106
650,134,122,136,110
680,135,116,131,112
710,129,118,147,102
740,139,121,147,105
780,128,121,147,101
810,132,117,139,112
840,132,120,137,112
870,130,123,134,104
900,145,115,148,103
930,126,131,154,100
970,129,118,140,105
1000,127,109,146,106
1030,140,123,144,116
1070,131,121,144,104
1100,142,114,139,112
1130,130,118,134,112
1180,133,118,142,110
1211,131,119,140,100
1240,130,119,147,110
1270,133,124,134,112
1301,144,130,138,105
1330,134,127,149,102
1360,124,118,135,112
1400,124,110,148,106
1430,124,124,136,108
1460,133,120,134,104
1490,145,118,145,101
1520,124,111,154,110
1550,127,116,140,100
1590,136,112,152,96
1630,127,123,124,104
1680,136,123,124,104
1710,139,122,148,100
1741,131,113,147,108
1771,139,122,126,106
1810,141,126,151,108
1840,135,122,131,108
1870,135,129,131,103
1901,143,116,155,101
1930,133,124,131,112
1960,140,124,134,114
1991,139,121,138,99
2031,127,125,118,106
2080,125,128,137,108
2111,137,120,143,101
2141,134,118,143,102
2171,128,129,128,108
2210,143,120,144,100
2241,132,120,148,112
2271,131,126,133,107
2301,129,112,147,99
2331,136,131,144,101
2361,131,122,136,108
2391,132,112,129,100
2430,134,130,139,108
2470,139,116,149,102
2500,142,121,136,108
2531,124,116,139,98
2571,130,117,134,110
2601,135,124,122,105
2640,132,112,147,100
2670,127,114,133,116
2700,134,122,139,97
2731,133,117,141,107
2760,132,127,133,108
2791,140,120,131,105
2830,139,118,142,113
2870,133,117,135,106
2901,138,122,150,100
2931,124,136,133,112
2961,138,124,124,99
3004,131,124,134,116
3040,147,120,142,101
3080,136,116,135,107
3111,135,119,147,103
3158,131,113,135,112
3191,124,120,131,108
3240,126,119,139,112
3280,133,122,147,100
3321,138,112,127,100
3351,144,123,147,101
3400,143,131,130,112
3440,136,116,143,104
3480,130,122,129,112
3511,136,131,142,94
3542,140,120,152,104
3591,133,120,152,106
3621,130,130,131,105
3660,129,113,146,102
3700,137,108,152,103
3731,140,116,147,107
3761,139,123,142,115
3791,131,123,131,108
3841,132,121,135,98
3881,131,127,131,106
3911,133,124,131,100
3941,131,127,152,97
3971,128,108,142,117
4022,140,117,152,109
4060,132,120,143,92
4100,131,116,136,105
4141,130,118,127,108
4190,124,119,137,110
4220,152,122,144,101
4261,136,120,130,104
4300,141,112,151,100
4341,139,109,156,102
4390,143,122,147,104
4430,135,114,125,99
4471,135,120,139,109
4510,128,110,141,111
4541,133,130,141,113
4590,135,121,132,112
4620,127,128,143,104
4660,128,125,139,109
4704,131,118,150,113
4740,143,124,148,103
4771,135,115,149,104
4802,134,117,128,112
4844,138,118,143,108
4881,130,118,147,93
4921,138,124,143,108
4970,135,130,133,99
5001,133,124,136,104
5041,134,120,141,108
5081,133,131,143,113
5121,147,121,147,106
5160,130,121,140,109
5201,137,126,136,113
5250,131,124,136,111
5290,127,112,145,108
5330,125,132,130,105
5380,136,126,153,105
5430,131,126,142,110
5461,124,126,131,110
5500,139,115,154,112
5540,131,116,146,102
5572,135,117,147,108
5610,131,112,139,104
5660,135,113,145,105
5700,140,127,136,104
5740,133,128,139,110
5790,136,119,138,101
5821,137,120,146,104
5870,138,130,151,104
5910,136,116,142,92
5951,133,122,128,111
6000,139,122,135,100
6050,139,111,150,106
6091,133,131,124,108
6155,122,120,146,118
6190,132,133,136,102
6240,139,120,147,106
6290,136,113,146,103
6331,130,124,137,101
6370,134,122,136,112
6411,130,115,152,102
6450,141,122,139,105
6491,132,128,133,98
6531,131,133,138,114
6571,134,116,145,112
6610,131,128,140,100
6651,125,120,129,108
6690,135,124,133,114
6731,140,124,152,100
6770,130,124,133,104
6811,127,131,134,115
6850,143,108,141,109
6891,134,116,147,96
6931,131,118,136,107
6971,125,126,141,109
7010,139,118,142,104
7050,137,125,140,102
7100,129,118,152,104
7140,130,120,145,100
7180,133,120,132,108
7220,132,121,144,105
7270,138,120,132,108
7322,136,116,145,108
7380,133,117,147,106
7420,142,124,152,104
7461,120,112,132,112
7500,134,120,141,105
7541,136,125,146,107
7580,135,121,134,100
7628,125,130,136,112
7661,135,116,140,109
7701,139,117,147,108
7740,131,120,156,96
7781,132,130,131,113
7820,140,119,151,102
7861,132,116,144,104
7900,134,123,138,108
